VCD info: dumpfile mips.vcd opened for output.
  cycle |  pc      |  inst    d f ra rb rd |  alu_a    alu_b   |  alu_q    ram_din | dst  reg_din
  xxxxx | xxxxxxxx | xxxxxxxx x x  x  x  x | xxxxxxxx xxxxxxxx | 00000000 xxxxxxxx |  x  xxxxxxxx
  00240 | 004000a8 | 08100022 0 0  0  0  0 | 00000180 00000400 | 00000013 00000027 |  0  00000000
  00241 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000580 00000400 | 12  00000013
  00242 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000400 | 00000000 00000000 |  9  00000580
  00243 | 00400090 | 00000000 0 0  0  0  0 | 00000013 fffffff8 | 00000800 00000400 |  0  00000000
  00244 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000800
  00245 | 00400098 | 200e0001 0 0  0  0 14 | 00000013 00000001 | 00000000 00000000 |  0  00000000
  00246 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  00247 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  00248 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  00249 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000013 | 00000000 00000001 |  0  00000000
  0024a | 004000a8 | 08100022 0 0  0  0  0 | 00000580 00000800 | 00000009 00000013 |  0  00000000
  0024b | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000d80 00000800 | 12  00000009
  0024c | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000800 | 00000000 00000000 |  9  00000d80
  0024d | 00400090 | 00000000 0 0  0  0  0 | 00000009 fffffff8 | 00001000 00000800 |  0  00000000
  0024e | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00001000
  0024f | 00400098 | 200e0001 0 0  0  0 14 | 00000009 00000001 | 00000000 00000000 |  0  00000000
  00250 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  00251 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  00252 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  00253 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000009 | 00000000 00000001 |  0  00000000
  00254 | 004000a8 | 08100022 0 0  0  0  0 | 00000d80 00001000 | 00000004 00000009 |  0  00000000
  00255 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00001d80 00001000 | 12  00000004
  00256 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00001000 | 00000000 00000000 |  9  00001d80
  00257 | 00400090 | 00000000 0 0  0  0  0 | 00000004 fffffff8 | 00002000 00001000 |  0  00000000
  00258 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00002000
  00259 | 00400098 | 200e0001 0 0  0  0 14 | 00000004 00000001 | 00000000 00000000 |  0  00000000
  0025a | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0025b | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0025c | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  0025d | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000004 | 00000000 00000001 |  0  00000000
  0025e | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000002 00000004 |  0  00000000
  0025f | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00002000 | 00000000 00000000 | 12  00000002
  00260 | 00400090 | 00000000 0 0  0  0  0 | 00000002 fffffff8 | 00004000 00002000 |  0  00000000
  00261 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00004000
  00262 | 00400098 | 200e0001 0 0  0  0 14 | 00000002 00000001 | 00000000 00000000 |  0  00000000
  00263 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00264 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00265 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00266 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000002 | 00000000 00000001 |  0  00000000
  00267 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000001 00000002 |  0  00000000
  00268 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00004000 | 00000000 00000000 | 12  00000001
  00269 | 00400090 | 00000000 0 0  0  0  0 | 00000001 fffffff8 | 00008000 00004000 |  0  00000000
  0026a | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00008000
  0026b | 00400098 | 200e0001 0 0  0  0 14 | 00000001 00000001 | 00000000 00000000 |  0  00000000
  0026c | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  0026d | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  0026e | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  0026f | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000001 | 00000000 00000001 |  0  00000000
  00270 | 004000a8 | 08100022 0 0  0  0  0 | 00001d80 00008000 | 00000000 00000001 |  0  00000000
  00271 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00009d80 00008000 | 12  00000000
  00272 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00008000 | 00000000 00000000 |  9  00009d80
  00273 | 0040006c | 00000000 0 0  0  0  0 | 00000000 fffffff8 | 00010000 00008000 |  0  00000000
  00274 | 00400070 | 8fbf0004 0 0 29  0 31 | 00000000 00000000 | 00000000 00000000 | 11  00010000
  00275 | 00400074 | 8fb00000 0 0 29  0 16 | 10017fcc 00000004 | 00000000 00000000 |  0  00000000
  00276 | 00400078 | 03e00008 1 0 31  0  0 | 10017fcc 00000000 | 10017fd0 00000000 |  0  00000000
  00277 | 00400078 | 03e00008 0 0 31  0  0 | 00000000 00000000 | 10017fcc 00000000 | 31  00400064
  00278 | 00400064 | 23bd0008 0 0 29  0 29 | 00400064 00000000 | 00000000 00000000 | 16  00000009
  00279 | 00400068 | 0810001f 0 0  0  0  0 | 10017fcc 00000008 | 00000000 00000000 |  0  00000000
  0027a | 0040007c | 00000000 0 0  0  0  0 | 00000000 0000001f | 10017fd4 00000000 |  0  00000000
  0027b | 00400080 | 220b0000 0 0 16  0 11 | 00000000 00000000 | 00000000 00000000 | 29  10017fd4
  0027c | 00400084 | 212c0000 0 0  9  0 12 | 00000009 00000000 | 00000000 00000000 |  0  00000000
  0027d | 00400088 | 20090000 0 0  0  0  9 | 00009d80 00000000 | 00000009 00000000 |  0  00000000
  0027e | 0040008c | 1180fff8 0 1 12  0  0 | 00000000 00000000 | 00009d80 00000000 | 11  00000009
  0027f | 00400090 | 00000000 0 0  0  0  0 | 00009d80 fffffff8 | 00000000 00000000 | 12  00009d80
  00280 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 |  9  00000000
  00281 | 00400098 | 200e0001 0 0  0  0 14 | 00009d80 00000001 | 00000000 00000000 |  0  00000000
  00282 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00283 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00284 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00285 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00009d80 | 00000000 00000001 |  0  00000000
  00286 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00004ec0 00009d80 |  0  00000000
  00287 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000009 | 00000000 00000000 | 12  00004ec0
  00288 | 00400090 | 00000000 0 0  0  0  0 | 00004ec0 fffffff8 | 00000012 00000009 |  0  00000000
  00289 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000012
  0028a | 00400098 | 200e0001 0 0  0  0 14 | 00004ec0 00000001 | 00000000 00000000 |  0  00000000
  0028b | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0028c | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0028d | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  0028e | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00004ec0 | 00000000 00000001 |  0  00000000
  0028f | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00002760 00004ec0 |  0  00000000
  00290 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000012 | 00000000 00000000 | 12  00002760
  00291 | 00400090 | 00000000 0 0  0  0  0 | 00002760 fffffff8 | 00000024 00000012 |  0  00000000
  00292 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000024
  00293 | 00400098 | 200e0001 0 0  0  0 14 | 00002760 00000001 | 00000000 00000000 |  0  00000000
  00294 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00295 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00296 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00297 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00002760 | 00000000 00000001 |  0  00000000
  00298 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000013b0 00002760 |  0  00000000
  00299 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000024 | 00000000 00000000 | 12  000013b0
  0029a | 00400090 | 00000000 0 0  0  0  0 | 000013b0 fffffff8 | 00000048 00000024 |  0  00000000
  0029b | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000048
  0029c | 00400098 | 200e0001 0 0  0  0 14 | 000013b0 00000001 | 00000000 00000000 |  0  00000000
  0029d | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0029e | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0029f | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  002a0 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000013b0 | 00000000 00000001 |  0  00000000
  002a1 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000009d8 000013b0 |  0  00000000
  002a2 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000048 | 00000000 00000000 | 12  000009d8
  002a3 | 00400090 | 00000000 0 0  0  0  0 | 000009d8 fffffff8 | 00000090 00000048 |  0  00000000
  002a4 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000090
  002a5 | 00400098 | 200e0001 0 0  0  0 14 | 000009d8 00000001 | 00000000 00000000 |  0  00000000
  002a6 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  002a7 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  002a8 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  002a9 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000009d8 | 00000000 00000001 |  0  00000000
  002aa | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 000004ec 000009d8 |  0  00000000
  002ab | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000090 | 00000000 00000000 | 12  000004ec
  002ac | 00400090 | 00000000 0 0  0  0  0 | 000004ec fffffff8 | 00000120 00000090 |  0  00000000
  002ad | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000120
  002ae | 00400098 | 200e0001 0 0  0  0 14 | 000004ec 00000001 | 00000000 00000000 |  0  00000000
  002af | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  002b0 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  002b1 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  002b2 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 000004ec | 00000000 00000001 |  0  00000000
  002b3 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000276 000004ec |  0  00000000
  002b4 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000120 | 00000000 00000000 | 12  00000276
  002b5 | 00400090 | 00000000 0 0  0  0  0 | 00000276 fffffff8 | 00000240 00000120 |  0  00000000
  002b6 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000240
  002b7 | 00400098 | 200e0001 0 0  0  0 14 | 00000276 00000001 | 00000000 00000000 |  0  00000000
  002b8 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  002b9 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  002ba | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  002bb | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000276 | 00000000 00000001 |  0  00000000
  002bc | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0000013b 00000276 |  0  00000000
  002bd | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000240 | 00000000 00000000 | 12  0000013b
  002be | 00400090 | 00000000 0 0  0  0  0 | 0000013b fffffff8 | 00000480 00000240 |  0  00000000
  002bf | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000480
  002c0 | 00400098 | 200e0001 0 0  0  0 14 | 0000013b 00000001 | 00000000 00000000 |  0  00000000
  002c1 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  002c2 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  002c3 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  002c4 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 0000013b | 00000000 00000001 |  0  00000000
  002c5 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000480 | 0000009d 0000013b |  0  00000000
  002c6 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000480 00000480 | 12  0000009d
  002c7 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000480 | 00000000 00000000 |  9  00000480
  002c8 | 00400090 | 00000000 0 0  0  0  0 | 0000009d fffffff8 | 00000900 00000480 |  0  00000000
  002c9 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000900
  002ca | 00400098 | 200e0001 0 0  0  0 14 | 0000009d 00000001 | 00000000 00000000 |  0  00000000
  002cb | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  002cc | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  002cd | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  002ce | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 0000009d | 00000000 00000001 |  0  00000000
  002cf | 004000a8 | 08100022 0 0  0  0  0 | 00000480 00000900 | 0000004e 0000009d |  0  00000000
  002d0 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000d80 00000900 | 12  0000004e
  002d1 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000900 | 00000000 00000000 |  9  00000d80
  002d2 | 00400090 | 00000000 0 0  0  0  0 | 0000004e fffffff8 | 00001200 00000900 |  0  00000000
  002d3 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00001200
  002d4 | 00400098 | 200e0001 0 0  0  0 14 | 0000004e 00000001 | 00000000 00000000 |  0  00000000
  002d5 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  002d6 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  002d7 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  002d8 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0000004e | 00000000 00000001 |  0  00000000
  002d9 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000027 0000004e |  0  00000000
  002da | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00001200 | 00000000 00000000 | 12  00000027
  002db | 00400090 | 00000000 0 0  0  0  0 | 00000027 fffffff8 | 00002400 00001200 |  0  00000000
  002dc | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00002400
  002dd | 00400098 | 200e0001 0 0  0  0 14 | 00000027 00000001 | 00000000 00000000 |  0  00000000
  002de | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  002df | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  002e0 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  002e1 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000027 | 00000000 00000001 |  0  00000000
  002e2 | 004000a8 | 08100022 0 0  0  0  0 | 00000d80 00002400 | 00000013 00000027 |  0  00000000
  002e3 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00003180 00002400 | 12  00000013
  002e4 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00002400 | 00000000 00000000 |  9  00003180
  002e5 | 00400090 | 00000000 0 0  0  0  0 | 00000013 fffffff8 | 00004800 00002400 |  0  00000000
  002e6 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00004800
  002e7 | 00400098 | 200e0001 0 0  0  0 14 | 00000013 00000001 | 00000000 00000000 |  0  00000000
  002e8 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  002e9 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  002ea | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  002eb | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000013 | 00000000 00000001 |  0  00000000
  002ec | 004000a8 | 08100022 0 0  0  0  0 | 00003180 00004800 | 00000009 00000013 |  0  00000000
  002ed | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00007980 00004800 | 12  00000009
  002ee | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00004800 | 00000000 00000000 |  9  00007980
  002ef | 00400090 | 00000000 0 0  0  0  0 | 00000009 fffffff8 | 00009000 00004800 |  0  00000000
  002f0 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00009000
  002f1 | 00400098 | 200e0001 0 0  0  0 14 | 00000009 00000001 | 00000000 00000000 |  0  00000000
  002f2 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  002f3 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  002f4 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  002f5 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000009 | 00000000 00000001 |  0  00000000
  002f6 | 004000a8 | 08100022 0 0  0  0  0 | 00007980 00009000 | 00000004 00000009 |  0  00000000
  002f7 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00010980 00009000 | 12  00000004
  002f8 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00009000 | 00000000 00000000 |  9  00010980
  002f9 | 00400090 | 00000000 0 0  0  0  0 | 00000004 fffffff8 | 00012000 00009000 |  0  00000000
  002fa | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00012000
  002fb | 00400098 | 200e0001 0 0  0  0 14 | 00000004 00000001 | 00000000 00000000 |  0  00000000
  002fc | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  002fd | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  002fe | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  002ff | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000004 | 00000000 00000001 |  0  00000000
  00300 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000002 00000004 |  0  00000000
  00301 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00012000 | 00000000 00000000 | 12  00000002
  00302 | 00400090 | 00000000 0 0  0  0  0 | 00000002 fffffff8 | 00024000 00012000 |  0  00000000
  00303 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00024000
  00304 | 00400098 | 200e0001 0 0  0  0 14 | 00000002 00000001 | 00000000 00000000 |  0  00000000
  00305 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00306 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00307 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00308 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00000002 | 00000000 00000001 |  0  00000000
  00309 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00000001 00000002 |  0  00000000
  0030a | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00024000 | 00000000 00000000 | 12  00000001
  0030b | 00400090 | 00000000 0 0  0  0  0 | 00000001 fffffff8 | 00048000 00024000 |  0  00000000
  0030c | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00048000
  0030d | 00400098 | 200e0001 0 0  0  0 14 | 00000001 00000001 | 00000000 00000000 |  0  00000000
  0030e | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000001 00000000 |  0  00000000
  0030f | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000001
  00310 | 004000a0 | 000c6042 0 0  0 12 12 | 00000001 00000002 | 00000000 00000000 | 14  00000001
  00311 | 004000a4 | 012b4820 0 0  9 11  9 | 00000000 00000001 | 00000000 00000001 |  0  00000000
  00312 | 004000a8 | 08100022 0 0  0  0  0 | 00010980 00048000 | 00000000 00000001 |  0  00000000
  00313 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00058980 00048000 | 12  00000000
  00314 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00048000 | 00000000 00000000 |  9  00058980
  00315 | 0040006c | 00000000 0 0  0  0  0 | 00000000 fffffff8 | 00090000 00048000 |  0  00000000
  00316 | 00400070 | 8fbf0004 0 0 29  0 31 | 00000000 00000000 | 00000000 00000000 | 11  00090000
  00317 | 00400074 | 8fb00000 0 0 29  0 16 | 10017fd4 00000004 | 00000000 00000000 |  0  00000000
  00318 | 00400078 | 03e00008 1 0 31  0  0 | 10017fd4 00000000 | 10017fd8 00000000 |  0  00000000
  00319 | 00400078 | 03e00008 0 0 31  0  0 | 00000000 00000000 | 10017fd4 00000000 | 31  00400064
  0031a | 00400064 | 23bd0008 0 0 29  0 29 | 00400064 00000000 | 00000000 00000000 | 16  0000000a
  0031b | 00400068 | 0810001f 0 0  0  0  0 | 10017fd4 00000008 | 00000000 00000000 |  0  00000000
  0031c | 0040007c | 00000000 0 0  0  0  0 | 00000000 0000001f | 10017fdc 00000000 |  0  00000000
  0031d | 00400080 | 220b0000 0 0 16  0 11 | 00000000 00000000 | 00000000 00000000 | 29  10017fdc
  0031e | 00400084 | 212c0000 0 0  9  0 12 | 0000000a 00000000 | 00000000 00000000 |  0  00000000
  0031f | 00400088 | 20090000 0 0  0  0  9 | 00058980 00000000 | 0000000a 00000000 |  0  00000000
  00320 | 0040008c | 1180fff8 0 1 12  0  0 | 00000000 00000000 | 00058980 00000000 | 11  0000000a
  00321 | 00400090 | 00000000 0 0  0  0  0 | 00058980 fffffff8 | 00000000 00000000 | 12  00058980
  00322 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 |  9  00000000
  00323 | 00400098 | 200e0001 0 0  0  0 14 | 00058980 00000001 | 00000000 00000000 |  0  00000000
  00324 | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  00325 | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  00326 | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00327 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 00058980 | 00000000 00000001 |  0  00000000
  00328 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 0002c4c0 00058980 |  0  00000000
  00329 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 0000000a | 00000000 00000000 | 12  0002c4c0
  0032a | 00400090 | 00000000 0 0  0  0  0 | 0002c4c0 fffffff8 | 00000014 0000000a |  0  00000000
  0032b | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000014
  0032c | 00400098 | 200e0001 0 0  0  0 14 | 0002c4c0 00000001 | 00000000 00000000 |  0  00000000
  0032d | 0040009c | 15ae0002 1 0 13 14  0 | 00000000 00000001 | 00000000 00000000 |  0  00000000
  0032e | 0040009c | 15ae0002 0 1 13 14  0 | 00000000 00000000 | 00000001 00000000 | 13  00000000
  0032f | 004000a4 | 000c6042 0 0  0 12 12 | 00000000 00000002 | 00000000 00000000 | 14  00000001
  00330 | 004000a8 | 08100022 0 0  0  0  0 | 00000000 0002c4c0 | 00000000 00000001 |  0  00000000
  00331 | 00400088 | 000b5840 0 0  0 11 11 | 00000000 00000022 | 00016260 0002c4c0 |  0  00000000
  00332 | 0040008c | 1180fff8 0 0 12  0  0 | 00000000 00000014 | 00000000 00000000 | 12  00016260
  00333 | 00400090 | 00000000 0 0  0  0  0 | 00016260 fffffff8 | 00000028 00000014 |  0  00000000
  00334 | 00400094 | 318d0001 0 0 12  0 13 | 00000000 00000000 | 00000000 00000000 | 11  00000028
  00335 | 00400098 | 200e0001 0 0  0  0 14 | 00016260 00000001 | 00000000 00000000 |  0  00000000
